,CURLTUGMZLYLDI-UHFFFAOYSA-N_298K,IJGRMHOSHXDMSA-UHFFFAOYSA-N_298K,VNWKTOKETHGBQD-UHFFFAOYSA-N_298K,MYMOFIZGZYHOMD-UHFFFAOYSA-N_298K,QQONPFPTGQHPMA-UHFFFAOYSA-N_298K,ATUOYWHBWRKTHZ-UHFFFAOYSA-N_298K,HSFWRNGVRCDJHI-UHFFFAOYSA-N_298K,UFHFLCQGNIYNRP-UHFFFAOYSA-N_298K,FHNFHKCVQCLJFQ-UHFFFAOYSA-N_298K,DNNSSWSSYDEUBZ-UHFFFAOYSA-N_298K,MWUXSHHQAYIFBG-UHFFFAOYSA-N_298K,XLYOFNOQVPJJNP-UHFFFAOYSA-N_298K,VLKZOEOYAKHREP-UHFFFAOYSA-N_298K,OKKJLVBELUTLKV-UHFFFAOYSA-N_298K,LFQSCWFLJHTTHZ-UHFFFAOYSA-N_298K,SFZCNBIFKDRMGX-UHFFFAOYSA-N_298K,UGFAIRIUMAVXCW-UHFFFAOYSA-N_298K,XDTMQSROBMDMFD-UHFFFAOYSA-N_298K,UHOVQNZJYSORNB-UHFFFAOYSA-N_298K,XKRFYHLGVUSROY-UHFFFAOYSA-N_298K,OTMSDBZUPAUEDD-UHFFFAOYSA-N_298K,VGGSQFUCUMXWEO-UHFFFAOYSA-N_298K,QGZKDVFQNNGYKY-UHFFFAOYSA-N_298K,JCXJVPUVTGWSNB-UHFFFAOYSA-N_298K,CSCPPACGZOOCGX-UHFFFAOYSA-N_298K,IJDNQMDRQITEOD-UHFFFAOYSA-N_298K,NNPPMTNAJDCUHE-UHFFFAOYSA-N_298K,KFZMGEQAYNKOFK-UHFFFAOYSA-N_298K,BDERNNFJNOPAEC-UHFFFAOYSA-N_298K,WEVYAHXRMPXWCK-UHFFFAOYSA-N_298K,YXFVVABEGXRONW-UHFFFAOYSA-N_298K,RWSOTUBLDIXVET-UHFFFAOYSA-N_298K,OFBQJSOFQDEBGM-UHFFFAOYSA-N_298K,LRHPLDYGYMQRHN-UHFFFAOYSA-N_298K,URLKBWYHVLBVBO-UHFFFAOYSA-N_298K,RAHZWNYVWXNFOC-UHFFFAOYSA-N_298K,SWQJXJOGLNCZEY-UHFFFAOYSA-N_298K,VXNZUUAINFGPBY-UHFFFAOYSA-N_298K,QWTDNUCVQCZILF-UHFFFAOYSA-N_298K
NIST-MATDB-f55cae58cff61d336d8b65bece21175f,2.3351831376867547,0.11662329484005939,0.359408578850197,,,,,0.07757954192949564,,,,77.67742969324051,,,,,0.5677554413991746,,,,6.719705408784227,3.2054682417499034,,,,,,,,,1157.9488893865291,,,,22865.256829804937,,,,
NIST-MATDB-1733c0f5ae26290495f099f06d0dd880,1.4900839020068242,,0.5949672761740366,,,,1.015102261406912,0.22280074078505885,,,0.3572978583594766,,,,,,0.2937188775509061,,,,,,,0.5172855772228968,,,,,,,,,,,,,,,
NIST-MATDB-297c8ffe0f482757db45335130e02770,0.9051474831115063,,0.5953152371070136,,,,1.292393186037471,0.21681816755317448,,,0.252131644690084,,,,,,0.3218281163657592,,,,,,,0.591376676716809,,,,,,,,,,,,,,,
NIST-MATDB-1f9d4e4fac6d97c9f29f5f996ab9f08d,0.6383873646318411,,0.42377411372588625,,,3.7196316737876955,,,,,,,,,,,,,,,0.36132268286099384,,,,,2.197784086263492,,,,,,,,,,,,,
NIST-MATDB-0fda178e19926b1dd1cb87d13b6c9b8f,1.104253879205621,,0.5688450130681206,,,18.31791033773126,,,,,,,,,,,,,,,2.9974155717877466,,,,,182.660725831389,94.42222222222223,,,,,,,,,,,,
NIST-MATDB-62e7a8f42d4e7a6d5367646f760058d1,10.638056997947109,1.6071428571428574,7.408281822344324,,,,40.8816880180859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-2f391b46b4e3f7747db4ad7bba0ccbfd,0.5140368018501393,0.11826550624333272,0.1320642219539075,0.06747651980852984,,,,0.010043708040147998,,,,330.48142920371146,,,,,,,,,,,171.69693953719832,,,,,,,,,,,,,,,,
NIST-MATDB-90c6a1887a5e0f522854022bac0600a2,,,,,,,,,,,,77.52952838884728,80.8478801822783,165.22721092506953,323.21129568633967,,,,,,,,,,,66.16721006998412,,433.76289450689166,616.1271066870113,,,,142.50793801491608,,,,,,
NIST-MATDB-e6b24d002f0be7b19db9e4a0b3345ee7,3.4490369284151456,141.3192384961255,0.9011932117221079,,,,,,,,,,,,,,,,,,22.587869511145122,,,,,,,,,,,,,,,,,,
NIST-MATDB-bbd4c0c32dbd9f7b1df341984b71983f,6.258261829017808,179.6837565884044,0.8928085595490644,,,179.6837565884044,,,,,,,,,,,,,,,25.32791777188329,,,,,,,,,,,,,,,,,,
NIST-MATDB-e23e0f3921a269533d74caae8c5a12bf,1.9513131830370978,0.09712040011679032,0.4181883939486143,,,,,0.1021288649146402,,,,161.31896608717022,3.5315731945421414,,1806.5983847384623,,4.5056032946580595,,,,,,,,,,,,,,,,1.2131026999795778,,,,,,
NIST-MATDB-b8633e438eb4b3b1963008b5ffb3e34e,2.0264546144069167,0.12538036250760726,0.2985848470386826,,,,,,,,,,,,,,0.14836472296729447,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-775250b0154475da1a9521dd991a76d6,7.24258018106058,424.65242047335687,0.8695127443721569,,106.70976080802428,69.2590743190738,,0.03407163817748366,1.339648010425335,0.7892407369274284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-6f2de59bc9a4aafa57769c230fce91ab,3.7637790742962944,,0.14283629372260737,,11.20884862715967,9.50013644219399,,,,,,,,,,,,,,,8.009594824277647,6.638547952072244,,,,,,,,,,,,,,,,,
NIST-MATDB-19f0b99c8dbe789defa47a66736fe641,1.9851553414716292,,0.41809648789631176,,21.413092013409035,19.342927051250765,,,,,,,,,,,,,,,4.932593858712552,8.987171521508715,,,,,,,,,,,,,,,,,
NIST-MATDB-1b5c20248717ca46ef341e3c5f2c1f30,2.8722677895305453,0.04743350037502853,0.29348569625047416,,,0.051869277387646594,,0.002522066870022345,,,,,,,,,,,,,0.33861373756925606,,,,,,,,,,,,,,,,,,
NIST-MATDB-14c091e09b6f2b80b8dba65f778b7715,,,,,,,,,,,,,,8038.6652542372885,,,,8523.516591676042,16966.013824884794,,,,,,,,,,,10667.49824929972,,,,,,,,,
NIST-MATDB-f5e80ffaaaf05f4ed655664fd22defb9,15.93385777186416,1.0851440475669323,0.8432438395815275,,0.6191527641478574,0.5408488352215332,,0.39541617246912714,,,,13827.820513792572,,,,19.263362786633234,,,,,0.4264645052703648,1.0907754564117296,174.5403766124208,,,,,,,,,,,,,,,,
NIST-MATDB-dd648c6388274576eaa6f506d849b3f9,5.3074458640521875,0.2952996610100939,0.8315012846799653,0.3762757252187818,,,,0.09198643723688776,,,,735.9608222236377,,,,,1.2609851873850713,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-85fcc6055ba3ac2715a9d7ef6112cfa9,4.379793616364772,0.30317239326895024,0.8109041569014432,,,,,0.037349657474862505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-71d6fc9e1d75f65e8a04544608290958,9.975301669293247,491.4184004229468,0.7728645594377326,,,,,0.027241114180988367,,,,,,,,3.3445715424921665,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-ab995b569e3eef266e371252ec189e8b,27.543254243327887,0.218985700328626,0.519805060918463,,,,,0.013752723523458467,,,,,,,,,0.21359612316368362,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-a4ed01077a429c5f198b12181cd8b6d8,4.586617257236983,,0.8765043938704191,,,123.44220590013691,28.189856030045902,,,,,,,,,,,,,,14.995351037452696,10.198594625907756,,,,,,,,,,,,,,,,,
NIST-MATDB-e788f40ad7a33abe049ca098ed6ee980,,,,,,,,,,,,49.17162715865632,,37.738867369076004,17.250746994098535,,,,,,,,,,,,,1.1833354191546874,10.440511530622764,,,,,,,,,,
NIST-MATDB-2df53cb5b49803b76e21603aaac024e5,4.023248799164827,0.21195468690135846,1.4204098220508488,,,,,,,,,54.75118940835258,,180.74097497706174,45.21936368653575,,,,,,,,,,,,,2.243545441733452,,,,,,,,,,,
NIST-MATDB-5b3ad76c63b1ce87a685648f69a4de28,42.12497005897588,1.072826493995659,0.938862769087932,,,,,,,,191.30850986251022,35827.26143937781,,,626.6858918008367,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-b425ac967ceb23a458c5e6f13f9dee6b,6.1287177363825265,0.19068761354109,0.98264328095906,,,,,,,,,918.7408270769841,,,,,0.29263953171823465,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-951db94d5701c144378afbaface18b87,1.2378344448387437,,0.018910068997778036,,,0.14063617990786187,,,,,,,,,,,,,,,0.06769766627142394,,,,,15.984559289247994,,,,,,,,,,,,,
NIST-MATDB-9f116077bb53733bb10e030e7c3523a5,4.049235895956079,0.16298022744358878,0.9118303196948166,,,,,,,,,,,,,,0.5588260470328235,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-ad8443a58b6d0f9c90e2c966b478e551,9.115658807004465,0.31088540433132084,0.7729235320357422,,,,31.100382511691116,,,,,,,,,,,,,,10.447808636223911,22.613080529099275,,,,,,,,,,,,,,,,,
NIST-MATDB-120341abab512148a2586319c9580c29,,,0.29183745662501537,,,,4.403462558338278,,,,,,,,,,,,,,1.2431933487148594,1.0558629488945082,,,,,,,,,,,,,,,,,
NIST-MATDB-f4b549a56c1a5caf008c436b7d0aaaea,131.60736382930185,1.1818735613450897,1.1813173956064529,,,,,0.05051039174179256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-8b2f5bfff597fd6ac1507365a3732a97,10.785732974071458,246.37748331037585,0.7456657130344684,,,,,0.035546160055944624,7.704764640695129,11.581456322290217,,,,,,18.533136801514505,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-98261e1cacd11dbc66fdc2910f2226ce,0.11459026854396515,,0.01852887744601094,,,,,0.01744394292364385,9.807925596441569,0.9089255709584936,,,,264.75796555663686,,,,,,0.13942271474651366,,,,,,,,,391.30267094519206,,392.98438332556645,,,398.0943249945256,538.739912814851,,,,
NIST-MATDB-7afa6cd2b9010a5fee66c761d34f79ff,3.457388542732475,0.3327943139359243,1.0208642738765148,,,,,0.15599183051401738,,,,222.3058510900529,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-b970cc46b139824b51520d18a9b63146,3.507418399446899,0.31493830164019754,0.7891689805999218,0.2594311486221196,,,,0.08900887886674512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-50f70ae705dac74976f4c6867d15233c,1.3140291729473703,0.10283927930211435,0.17187265344717298,,,,,0.07523237437051324,,,,7784.186746987953,,,,,0.10635016803142897,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-0f23e9138eb186545d5877788ca80f1b,,,0.1425620597788671,,,,,,,,,15.182181118323602,,8.449711395672233,3.2530309232396952,,,0.48758338750481106,0.2621412376232237,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-554de36b7f2f656529c27910955ec14f,0.017750933619330826,,0.005067792870649612,,,,,,,,,,,,1143.5523297515076,,,8430.78843798193,4608.080662242888,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-d7ca58df25e418904749b937dc840b31,,,0.6661855169041273,,,24.87211489566608,,,,,,,,,,,,,,,6.671954126941662,4.713980040454021,,,,,,,,,,,,,,,,,
NIST-MATDB-8218c9eddd5fc7ca376c0e5518b22881,,,0.49604011078699883,,,76.88135538715676,,,,,,,,,,,,,,,22.80223869701448,4.603099784536835,,,,,,,,,,,,,,,,,
NIST-MATDB-e76751d386092e2623e344b84f5cf1ae,,,0.03939012745465024,,,,,,,,,661.0659904266013,,79.93233021965668,22.001168525359407,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-6fd1bd97a5b2289108bee3430b51618c,1.7357521634814557,0.19687903110219293,0.45211301973374934,0.06622714805317242,,,,0.03315703835997255,,,,,,,,,0.20625433567672596,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-3d59d2678a8055eac758c16bc16a055f,1.1521104534887332,0.26676690317377805,0.27064663379482307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1589094315945094,,,,,,,
NIST-MATDB-4f997dd50218f80755de4f39ef56d711,3.5539312064559883,0.1964719671065686,0.9801255804111932,,,,,,,,,,,,,,0.3419095645378346,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-fa79ad13534250f0bc3baa41eda9ec6f,3.7090106283213506,0.24872960106912226,1.0252735054072735,,,,,,,,,,,,,,0.4037064021519634,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-48f4023d446be2a618f2ac6acc88fee2,2.1165402364871557,,0.2101777840252413,,13.704162594815953,,,0.08519348934057014,,,,2353.7983009510535,,,1058.9487366969868,,,,,,,,,,,,,,,,,,2.1658493266719967,,,,,,
NIST-MATDB-70adc65753e53e19b9751edf07eb47c2,2.965028239574401,,,,,,,,,,,,,,,,,,374.46394034955676,,0.3480543400292561,3.777914281725534,,,,,,,,,,,,,,,,,
NIST-MATDB-aa9d45b8f26556531b2b8a0a19335c9b,1.6757232015276837,,0.6448844927785314,,40.36798837593995,38.92283603903948,5.5764656931542,,,,,,,,,,,,,,3.51590686902074,4.1580272999073875,,,,,,,,,,,,,,,,,
NIST-MATDB-217068c8f810635ff0993eb984f54688,1.238513909142294,0.08193597802964292,0.2622481103813296,,,,,0.044980051848810904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-d46634db5e453c0b9bd1d9ceee9f7876,,,0.43314260332770727,,49.49610844931131,46.32560891252085,12.273662515187572,,,,,,,,,,,,,,6.416599029037418,4.7974330641275476,,,,,,,,,,,,,,,,,
NIST-MATDB-36aea41c0f12ee7f7520dd971e4d71f2,,0.2661886579250596,,,,,,,,,,,,346.1772760917839,1.8468538089935191,,,,,,,,,,,,,,,,0.3194254181026988,,,,,,,,
NIST-MATDB-b9bffc1a1dbe706adfe44577120a9311,0.576200152008602,0.16064522458336644,0.26175098550739584,0.014120866879240532,,,,0.06637544524978291,,,,448.54979369972557,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-e541b4260474f7557374f08111813c73,0.7334608951605577,0.14274294976922522,0.26662149808823005,,,,,0.05267884688583048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-b76bbf3e404395a8b5d1b9ec08bf2d8f,32.553416728974874,0.28975045744346883,0.5611362655728572,,,,,0.054259423416331005,,,,11779.709602296509,,,,9.828345368901907,0.5436504135627575,,,,,,361.2341893236255,,,,,,,,,,,,,,0.0006116481121233353,,
NIST-MATDB-905c38b797b80f8e78474acc09b087cc,0.5353642706370426,0.345766010262494,0.551063791636699,,,,,,,,,,,,,,6.492540622266815,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-e8a1a82c4fe2ad952d1c107156f780f2,2.411299286873754,0.18927432023379118,0.21239841868834078,,,,41.82224958949097,,,,,1331.7014377553164,,,276.73469103304905,2.951337552979129,,,,,3.3515593366464578,17.30421004979629,,,,,,,,,49.562137827699246,,,,,,,,
NIST-MATDB-1463164fd412775c8f1cd0ae9fdd734c,0.709972550883567,,0.23332107033340277,,,,1.4720444785269107,,,,,,,46.93115369126297,11.392025032934011,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-8cae84fb784881ac1d577dea3d006c4e,1.0147605068812586,,0.36752069373275525,,10.305435460626788,85.06243697793377,,,,,,,,,,,,,,,0.8115562165009139,0.5995247688723612,,,,128.345867914151,,,,,,,,,,,,25.19953649708046,
NIST-MATDB-cf456ceb20be181c82372f598ccd6566,1.3752592833139745,0.2981329106466662,0.43378125442846194,,,,,0.12601483916168865,,,,0.4475403106892072,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-6d9a3e40757ae61aefc59e3fda366056,3.7750490390114257,,0.3515265726780012,,,,,0.06477356516979316,,,,,,,,,,,,,,,71.50887529509117,,,,,,,,,,,,,,,,
NIST-MATDB-5b2f2fe36d08c935b34cbe0368bb90af,2.3042735220679127,0.380784062176401,0.6195667461873711,,,,,0.05346716274215417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-6853463892c58fa717af9cbfb228f048,2.278545545467412,0.7355564021309448,0.6154179404095365,,,,,0.007792791944683619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-d912f177ba8efc7896115a2e38b821e1,9.569760505580087,0.5792553889593376,,,,,,,,,,25.25781699158522,,115.47721759396727,203.61022561108837,,,,,,,,,,,,,13.93926828078412,,,,,,0.2376843589507817,,,,,
NIST-MATDB-16b46a73888e61b0cad26c50f220e8e0,,,0.8149313861261488,,,,,,,,,274.32745870615867,,84.73164031993106,30.01615177945336,,,1.2995306533603221,8.544309019631074,,,,,,,,,,,,8.806558503982256,,,,,,,,
NIST-MATDB-190ed881ef2c7d18396b178dd6a6d96e,1.8192326115546045,0.14506209314029841,,0.18223355198027708,,,,,,,,42.78550951569396,,686.8112622335519,391.0755435074707,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-002415bcd538b26626f2f03e5443f598,0.9346595658947199,0.09097450541311847,0.1649591811529566,0.10042129636428775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
